Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_252_1387,VSS,Metal1,797.4400,1011.3600,0.012349
FILLER_252_1371,VSS,Metal1,788.2000,1011.3600,0.012349
FILLER_252_1367,VSS,Metal1,786.4200,1011.7085,0.012349
FILLER_252_1364,VSS,Metal1,784.2800,1011.3600,0.012352
FILLER_252_1329,VSS,Metal1,764.6800,1011.3600,0.012352
FILLER_252_1327,VSS,Metal1,763.8400,1011.3600,0.012352
FILLER_252_1323,VSS,Metal1,761.7800,1011.7085,0.012352
FILLER_252_1307,VSS,Metal1,755.9520,1011.9080,0.012353
FILLER_252_1297,VSS,Metal1,746.7600,1011.3600,0.012353
FILLER_252_1294,VSS,Metal1,745.0800,1011.3600,0.012354
FILLER_252_1290,VSS,Metal1,743.3000,1011.7085,0.012354
FILLER_252_1278,VSS,Metal1,736.1200,1011.3600,0.012354
FILLER_252_1276,VSS,Metal1,735.2800,1011.3600,0.012354
FILLER_252_1268,VSS,Metal1,730.8000,1011.3600,0.012355
FILLER_252_1233,VSS,Metal1,710.9200,1011.3600,0.012356
FILLER_252_1231,VSS,Metal1,710.0800,1011.3600,0.012356
FILLER_252_1227,VSS,Metal1,708.0200,1011.7085,0.012356
FILLER_252_1223,VSS,Metal1,705.6000,1011.3600,0.012357
FILLER_252_1209,VSS,Metal1,698.9330,1011.8215,0.012357
FILLER_252_1201,VSS,Metal1,693.2800,1011.3600,0.012357
FILLER_252_1166,VSS,Metal1,673.4000,1011.3600,0.012357
FILLER_252_1164,VSS,Metal1,672.5600,1011.3600,0.012357
FILLER_252_1157,VSS,Metal1,668.3600,1011.3600,0.012358
FILLER_252_1154,VSS,Metal1,666.6800,1011.3600,0.012358
FILLER_252_1137,VSS,Metal1,657.4400,1011.3600,0.012358
FILLER_252_1129,VSS,Metal1,652.9600,1011.3600,0.012357
FILLER_252_1125,VSS,Metal1,650.9000,1011.7085,0.012357
FILLER_252_1087,VSS,Metal1,629.6200,1011.7085,0.012357
FILLER_252_1084,VSS,Metal1,627.4800,1011.3600,0.012357
FILLER_252_1076,VSS,Metal1,623.2800,1011.3600,0.012357
FILLER_252_1072,VSS,Metal1,621.2200,1011.7085,0.012357
FILLER_252_1064,VSS,Metal1,616.5600,1011.3600,0.012357
FILLER_252_1029,VSS,Metal1,596.6800,1011.3600,0.012356
FILLER_252_1027,VSS,Metal1,595.8400,1011.3600,0.012356
FILLER_252_1017,VSS,Metal1,590.4200,1011.7085,0.012356
FILLER_252_1014,VSS,Metal1,588.2800,1011.3600,0.012356
FILLER_252_1012,VSS,Metal1,587.4400,1011.3600,0.012356
FILLER_252_1008,VSS,Metal1,585.3800,1011.7085,0.012356
FILLER_252_1000,VSS,Metal1,581.8930,1011.8215,0.012356
FILLER_252_993,VSS,Metal1,576.5200,1011.3600,0.012356
FILLER_252_989,VSS,Metal1,574.7400,1011.7085,0.012356
FILLER_252_974,VSS,Metal1,565.8800,1011.3600,0.012354
FILLER_252_970,VSS,Metal1,564.1000,1011.7085,0.012354
FILLER_252_956,VSS,Metal1,557.2530,1011.8215,0.012352
FILLER_252_949,VSS,Metal1,551.8800,1011.3600,0.012352
FILLER_252_947,VSS,Metal1,551.0400,1011.3600,0.012352
FILLER_252_944,VSS,Metal1,549.0800,1011.3600,0.012352
FILLER_252_925,VSS,Metal1,538.9000,1011.7085,0.012352
FILLER_252_909,VSS,Metal1,533.0720,1011.9080,0.012352
FILLER_252_902,VSS,Metal1,525.5600,1011.3600,0.012353
FILLER_252_894,VSS,Metal1,522.5330,1011.8215,0.012353
FILLER_252_886,VSS,Metal1,516.8800,1011.3600,0.012353
FILLER_252_877,VSS,Metal1,511.5600,1011.3600,0.012353
FILLER_252_874,VSS,Metal1,509.8800,1011.3600,0.012353
FILLER_252_865,VSS,Metal1,504.8400,1011.3600,0.012353
FILLER_252_863,VSS,Metal1,504.0000,1011.3600,0.012353
FILLER_252_855,VSS,Metal1,499.5200,1011.3600,0.012353
FILLER_252_851,VSS,Metal1,497.4600,1011.7085,0.012353
FILLER_252_843,VSS,Metal1,492.8000,1011.3600,0.012353
FILLER_252_827,VSS,Metal1,483.8400,1011.3600,0.012352
FILLER_252_811,VSS,Metal1,474.6000,1011.3600,0.012350
FILLER_252_807,VSS,Metal1,472.8200,1011.7085,0.012348
FILLER_252_804,VSS,Metal1,470.6800,1011.3600,0.012345
FILLER_252_794,VSS,Metal1,465.5400,1011.7085,0.012344
FILLER_252_786,VSS,Metal1,462.0530,1011.8215,0.012343
FILLER_252_778,VSS,Metal1,456.4000,1011.3600,0.012342
FILLER_252_743,VSS,Metal1,436.5200,1011.3600,0.012342
FILLER_252_741,VSS,Metal1,435.6800,1011.3600,0.012342
FILLER_252_737,VSS,Metal1,433.6200,1011.7085,0.012342
FILLER_252_734,VSS,Metal1,431.4800,1011.3600,0.012340
FILLER_252_719,VSS,Metal1,423.0800,1011.3600,0.012304
FILLER_252_717,VSS,Metal1,422.2400,1011.3600,0.012304
FILLER_252_667,VSS,Metal1,397.5520,1011.9080,0.012303
FILLER_252_664,VSS,Metal1,392.2800,1011.3600,0.012276
FILLER_252_628,VSS,Metal1,372.4000,1011.3600,0.012271
FILLER_252_621,VSS,Metal1,368.4800,1011.3600,0.012271
FILLER_252_613,VSS,Metal1,364.0000,1011.3600,0.012271
FILLER_252_597,VSS,Metal1,354.7600,1011.3600,0.012270
FILLER_252_594,VSS,Metal1,353.0800,1011.3600,0.012270
FILLER_252_587,VSS,Metal1,349.1600,1011.3600,0.012267
FILLER_252_585,VSS,Metal1,348.3200,1011.3600,0.012267
FILLER_252_543,VSS,Metal1,325.9730,1011.8215,0.012258
FILLER_252_527,VSS,Metal1,315.5600,1011.3600,0.012258
FILLER_252_523,VSS,Metal1,313.6000,1011.3600,0.012253
FILLER_252_519,VSS,Metal1,311.5400,1011.7085,0.012253
FILLER_252_511,VSS,Metal1,306.8800,1011.3600,0.012243
FILLER_252_503,VSS,Metal1,303.5730,1011.8215,0.012242
FILLER_252_496,VSS,Metal1,298.4800,1011.3600,0.012242
FILLER_252_488,VSS,Metal1,294.0000,1011.3600,0.012230
FILLER_252_480,VSS,Metal1,289.5200,1011.3600,0.012224
FILLER_252_473,VSS,Metal1,285.3200,1011.3600,0.012223
FILLER_252_471,VSS,Metal1,284.4800,1011.3600,0.012223
FILLER_252_461,VSS,Metal1,278.6000,1011.3600,0.012221
FILLER_252_457,VSS,Metal1,276.8200,1011.7085,0.012218
FILLER_252_454,VSS,Metal1,274.6800,1011.3600,0.012216
FILLER_252_446,VSS,Metal1,270.4800,1011.3600,0.012209
FILLER_252_440,VSS,Metal1,267.1200,1011.3600,0.012209
FILLER_252_436,VSS,Metal1,265.0600,1011.7085,0.012206
FILLER_252_428,VSS,Metal1,261.5730,1011.8215,0.012204
FILLER_252_393,VSS,Metal1,240.5200,1011.3600,0.012199
FILLER_252_391,VSS,Metal1,239.6800,1011.3600,0.012199
FILLER_252_387,VSS,Metal1,237.6200,1011.7085,0.012198
FILLER_252_384,VSS,Metal1,235.4800,1011.3600,0.012198
FILLER_252_380,VSS,Metal1,233.7000,1011.7085,0.012198
FILLER_252_372,VSS,Metal1,229.0400,1011.3600,0.012191
FILLER_252_336,VSS,Metal1,208.8800,1011.3600,0.012179
FILLER_252_329,VSS,Metal1,204.6800,1011.3600,0.012175
FILLER_252_325,VSS,Metal1,202.9000,1011.7085,0.012175
FILLER_252_317,VSS,Metal1,199.4130,1011.8215,0.012171
FILLER_252_314,VSS,Metal1,196.2800,1011.3600,0.012171
FILLER_252_306,VSS,Metal1,193.2530,1011.8215,0.012171
FILLER_252_290,VSS,Metal1,186.4320,1011.9080,0.012167
FILLER_252_268,VSS,Metal1,171.9730,1011.8215,0.012166
FILLER_252_260,VSS,Metal1,166.3200,1011.3600,0.012161
FILLER_252_251,VSS,Metal1,161.0000,1011.3600,0.012161
FILLER_252_247,VSS,Metal1,159.2200,1011.7085,0.012161
FILLER_252_241,VSS,Metal1,155.8600,1011.7085,0.012161
FILLER_252_177,VSS,Metal1,136.4845,1011.9975,0.012161
FILLER_252_171,VSS,Metal1,116.6600,1011.7085,0.012161
FILLER_252_107,VSS,Metal1,97.2845,1011.9975,0.012160
FILLER_252_101,VSS,Metal1,77.4600,1011.7085,0.012160
FILLER_252_37,VSS,Metal1,58.0845,1011.9975,0.012160
FILLER_252_34,VSS,Metal1,39.4800,1011.3600,0.012160
FILLER_252_2,VSS,Metal1,29.5640,1011.9575,0.012160
FILLER_251_1892,VSS,Metal1,1083.5520,1010.8120,0.012329
FILLER_251_1886,VSS,Metal1,1077.0600,1011.0110,0.012329
FILLER_251_1822,VSS,Metal1,1057.6845,1010.7220,0.012329
FILLER_251_1816,VSS,Metal1,1037.8600,1011.0110,0.012329
FILLER_251_1752,VSS,Metal1,1018.4845,1010.7220,0.012329
FILLER_251_1746,VSS,Metal1,998.6600,1011.0110,0.012329
FILLER_251_1682,VSS,Metal1,979.2845,1010.7220,0.012329
FILLER_251_1676,VSS,Metal1,959.4600,1011.0110,0.012329
FILLER_251_1612,VSS,Metal1,940.0845,1010.7220,0.012329
FILLER_251_1606,VSS,Metal1,920.2600,1011.0110,0.012329
FILLER_251_1542,VSS,Metal1,900.8845,1010.7220,0.012329
FILLER_251_1539,VSS,Metal1,882.2800,1011.3600,0.012329
FILLER_251_1535,VSS,Metal1,880.5000,1011.0110,0.012329
FILLER_251_1500,VSS,Metal1,860.4400,1011.3600,0.012331
FILLER_251_1492,VSS,Metal1,857.4130,1010.8980,0.012331
FILLER_251_1476,VSS,Metal1,847.0000,1011.3600,0.012332
FILLER_251_1472,VSS,Metal1,845.2200,1011.0110,0.012332
FILLER_251_1469,VSS,Metal1,843.0800,1011.3600,0.012333
FILLER_251_1433,VSS,Metal1,823.2000,1011.3600,0.012335
FILLER_251_1423,VSS,Metal1,817.7800,1011.0110,0.012335
FILLER_251_1416,VSS,Metal1,813.4000,1011.3600,0.012338
FILLER_251_1414,VSS,Metal1,812.5600,1011.3600,0.012338
FILLER_251_1402,VSS,Metal1,805.5600,1011.3600,0.012340
FILLER_251_1399,VSS,Metal1,803.8800,1011.3600,0.012349
FILLER_251_1364,VSS,Metal1,784.2800,1011.3600,0.012352
FILLER_251_1360,VSS,Metal1,782.5000,1011.0110,0.012352
FILLER_251_1352,VSS,Metal1,777.8400,1011.3600,0.012352
FILLER_251_1345,VSS,Metal1,773.6400,1011.3600,0.012352
FILLER_251_1343,VSS,Metal1,772.8000,1011.3600,0.012352
FILLER_251_1339,VSS,Metal1,770.7400,1011.0110,0.012352
FILLER_251_1332,VSS,Metal1,766.3600,1011.3600,0.012352
FILLER_251_1329,VSS,Metal1,764.6800,1011.3600,0.012352
FILLER_251_1323,VSS,Metal1,761.3200,1011.3600,0.012352
FILLER_251_1315,VSS,Metal1,758.2930,1010.8980,0.012353
FILLER_251_1299,VSS,Metal1,751.4720,1010.8120,0.012353
FILLER_251_1291,VSS,Metal1,743.6800,1011.3600,0.012354
FILLER_251_1285,VSS,Metal1,740.0400,1011.3600,0.012354
FILLER_251_1283,VSS,Metal1,739.2000,1011.3600,0.012354
FILLER_251_1268,VSS,Metal1,730.5200,1011.3600,0.012355
FILLER_251_1266,VSS,Metal1,729.6800,1011.3600,0.012355
FILLER_251_1262,VSS,Metal1,727.6200,1011.0110,0.012355
FILLER_251_1258,VSS,Metal1,725.2000,1011.3600,0.012355
FILLER_251_1254,VSS,Metal1,723.1400,1011.0110,0.012355
FILLER_251_1235,VSS,Metal1,712.5000,1011.0110,0.012355
FILLER_251_1227,VSS,Metal1,709.0130,1010.8980,0.012356
FILLER_251_1192,VSS,Metal1,687.9600,1011.3600,0.012357
FILLER_251_1189,VSS,Metal1,686.2800,1011.3600,0.012357
FILLER_251_1185,VSS,Metal1,684.5000,1011.0110,0.012357
FILLER_251_1169,VSS,Metal1,675.0800,1011.3600,0.012357
FILLER_251_1167,VSS,Metal1,674.2400,1011.3600,0.012357
FILLER_251_1163,VSS,Metal1,672.1800,1011.0110,0.012357
FILLER_251_1128,VSS,Metal1,652.1200,1011.3600,0.012357
FILLER_251_1126,VSS,Metal1,651.2800,1011.3600,0.012357
FILLER_251_1122,VSS,Metal1,649.2200,1011.0110,0.012357
FILLER_251_1119,VSS,Metal1,647.0800,1011.3600,0.012356
FILLER_251_1112,VSS,Metal1,643.1600,1011.3600,0.012356
FILLER_251_1110,VSS,Metal1,642.3200,1011.3600,0.012356
FILLER_251_1091,VSS,Metal1,631.8600,1011.0110,0.012356
FILLER_251_1056,VSS,Metal1,611.8000,1011.3600,0.012357
FILLER_251_1052,VSS,Metal1,610.0200,1011.0110,0.012357
FILLER_251_1049,VSS,Metal1,607.8800,1011.3600,0.012357
FILLER_251_1047,VSS,Metal1,607.0400,1011.3600,0.012357
FILLER_251_1031,VSS,Metal1,597.8000,1011.3600,0.012356
FILLER_251_1023,VSS,Metal1,594.7730,1010.8980,0.012356
FILLER_251_988,VSS,Metal1,573.7200,1011.3600,0.012355
FILLER_251_986,VSS,Metal1,572.8800,1011.3600,0.012355
FILLER_251_982,VSS,Metal1,570.8200,1011.0110,0.012355
FILLER_251_979,VSS,Metal1,568.6800,1011.3600,0.012355
FILLER_251_971,VSS,Metal1,564.4800,1011.3600,0.012354
FILLER_251_964,VSS,Metal1,560.2800,1011.3600,0.012352
FILLER_251_960,VSS,Metal1,558.5000,1011.0110,0.012352
FILLER_251_925,VSS,Metal1,538.4400,1011.3600,0.012352
FILLER_251_923,VSS,Metal1,537.6000,1011.3600,0.012352
FILLER_251_919,VSS,Metal1,535.5400,1011.0110,0.012352
FILLER_251_912,VSS,Metal1,531.1600,1011.3600,0.012352
FILLER_251_909,VSS,Metal1,529.4800,1011.3600,0.012352
FILLER_251_881,VSS,Metal1,514.0800,1011.3600,0.012353
FILLER_251_846,VSS,Metal1,494.2000,1011.3600,0.012353
FILLER_251_842,VSS,Metal1,492.4200,1011.0110,0.012353
FILLER_251_839,VSS,Metal1,490.2800,1011.3600,0.012353
FILLER_251_831,VSS,Metal1,486.0800,1011.3600,0.012353
FILLER_251_823,VSS,Metal1,481.6000,1011.3600,0.012350
FILLER_251_815,VSS,Metal1,477.1200,1011.3600,0.012350
FILLER_251_805,VSS,Metal1,471.7000,1011.0110,0.012347
FILLER_251_797,VSS,Metal1,468.2130,1010.8980,0.012345
FILLER_251_789,VSS,Metal1,462.5600,1011.3600,0.012343
FILLER_251_772,VSS,Metal1,453.0400,1011.3600,0.012342
FILLER_251_769,VSS,Metal1,451.0800,1011.3600,0.012342
FILLER_251_733,VSS,Metal1,431.2000,1011.3600,0.012340
FILLER_251_729,VSS,Metal1,429.1400,1011.0110,0.012339
FILLER_251_718,VSS,Metal1,422.8000,1011.3600,0.012304
FILLER_251_702,VSS,Metal1,413.5600,1011.3600,0.012304
FILLER_251_699,VSS,Metal1,411.8800,1011.3600,0.012304
FILLER_251_663,VSS,Metal1,392.0000,1011.3600,0.012276
FILLER_251_646,VSS,Metal1,382.4800,1011.3600,0.012276
FILLER_251_638,VSS,Metal1,378.0000,1011.3600,0.012276
FILLER_251_632,VSS,Metal1,374.3600,1011.3600,0.012276
FILLER_251_629,VSS,Metal1,372.6800,1011.3600,0.012271
FILLER_251_602,VSS,Metal1,357.5600,1011.3600,0.012270
FILLER_251_594,VSS,Metal1,354.5330,1010.8980,0.012270
FILLER_251_578,VSS,Metal1,347.7120,1010.8120,0.012267
FILLER_251_568,VSS,Metal1,338.8000,1011.3600,0.012265
FILLER_251_562,VSS,Metal1,335.4400,1011.3600,0.012265
FILLER_251_556,VSS,Metal1,332.2600,1011.0110,0.012265
FILLER_251_520,VSS,Metal1,311.9200,1011.3600,0.012253
FILLER_251_512,VSS,Metal1,307.4400,1011.3600,0.012243
FILLER_251_508,VSS,Metal1,305.3800,1011.0110,0.012243
FILLER_251_492,VSS,Metal1,299.5520,1010.8120,0.012242
FILLER_251_489,VSS,Metal1,294.2800,1011.3600,0.012230
FILLER_251_475,VSS,Metal1,287.8930,1010.8980,0.012224
FILLER_251_464,VSS,Metal1,280.5600,1011.3600,0.012223
FILLER_251_456,VSS,Metal1,276.0800,1011.3600,0.012217
FILLER_251_449,VSS,Metal1,271.8800,1011.3600,0.012216
FILLER_251_447,VSS,Metal1,271.0400,1011.3600,0.012209
FILLER_251_439,VSS,Metal1,267.7330,1010.8980,0.012209
FILLER_251_431,VSS,Metal1,262.0800,1011.3600,0.012204
FILLER_251_422,VSS,Metal1,256.7600,1011.3600,0.012204
FILLER_251_419,VSS,Metal1,255.0800,1011.3600,0.012204
FILLER_251_402,VSS,Metal1,245.8400,1011.3600,0.012204
FILLER_251_395,VSS,Metal1,241.6400,1011.3600,0.012199
FILLER_251_379,VSS,Metal1,236.2720,1010.8120,0.012198
FILLER_251_372,VSS,Metal1,229.0400,1011.3600,0.012191
FILLER_251_364,VSS,Metal1,224.5600,1011.3600,0.012185
FILLER_251_354,VSS,Metal1,218.6800,1011.3600,0.012185
FILLER_251_352,VSS,Metal1,217.8400,1011.3600,0.012185
FILLER_251_349,VSS,Metal1,215.8800,1011.3600,0.012185
FILLER_251_339,VSS,Metal1,210.5600,1011.3600,0.012185
FILLER_251_333,VSS,Metal1,206.9200,1011.3600,0.012178
FILLER_251_325,VSS,Metal1,203.8930,1010.8980,0.012175
FILLER_251_309,VSS,Metal1,197.0720,1010.8120,0.012171
FILLER_251_302,VSS,Metal1,189.8400,1011.3600,0.012167
FILLER_251_295,VSS,Metal1,185.6400,1011.3600,0.012167
FILLER_251_293,VSS,Metal1,184.8000,1011.3600,0.012167
FILLER_251_284,VSS,Metal1,179.4800,1011.3600,0.012167
FILLER_251_282,VSS,Metal1,178.6400,1011.3600,0.012167
FILLER_251_279,VSS,Metal1,176.6800,1011.3600,0.012167
FILLER_251_277,VSS,Metal1,175.8400,1011.3600,0.012167
FILLER_251_267,VSS,Metal1,170.2400,1011.3600,0.012162
FILLER_251_232,VSS,Metal1,150.3600,1011.3600,0.012161
FILLER_251_228,VSS,Metal1,148.5800,1011.0110,0.012161
FILLER_251_212,VSS,Metal1,142.7520,1010.8120,0.012161
FILLER_251_206,VSS,Metal1,136.2600,1011.0110,0.012161
FILLER_251_142,VSS,Metal1,116.8845,1010.7220,0.012161
FILLER_251_136,VSS,Metal1,97.0600,1011.0110,0.012160
FILLER_251_72,VSS,Metal1,77.6845,1010.7220,0.012160
FILLER_251_66,VSS,Metal1,57.8600,1011.0110,0.012160
FILLER_251_2,VSS,Metal1,38.4845,1010.7220,0.012160
FILLER_250_1907,VSS,Metal1,1088.3600,1003.5200,0.012343
FILLER_250_1905,VSS,Metal1,1087.5200,1003.5200,0.012343
FILLER_250_1889,VSS,Metal1,1081.8720,1004.0680,0.012343
FILLER_250_1857,VSS,Metal1,1068.3640,1004.1175,0.012343
FILLER_250_1851,VSS,Metal1,1057.4600,1003.8685,0.012343
FILLER_250_1787,VSS,Metal1,1038.0845,1004.1575,0.012343
FILLER_250_1781,VSS,Metal1,1018.2600,1003.8685,0.012343
FILLER_250_1717,VSS,Metal1,998.8845,1004.1575,0.012343
FILLER_250_1711,VSS,Metal1,979.0600,1003.8685,0.012343
FILLER_250_1647,VSS,Metal1,959.6845,1004.1575,0.012343
FILLER_250_1641,VSS,Metal1,939.8600,1003.8685,0.012343
FILLER_250_1577,VSS,Metal1,920.4845,1004.1575,0.012343
FILLER_250_1574,VSS,Metal1,901.8800,1003.5200,0.012351
FILLER_250_1572,VSS,Metal1,901.0400,1003.5200,0.012351
FILLER_250_1540,VSS,Metal1,890.8440,1004.1175,0.012352
FILLER_250_1530,VSS,Metal1,877.7000,1003.8685,0.012356
FILLER_250_1514,VSS,Metal1,871.8720,1004.0680,0.012358
FILLER_250_1507,VSS,Metal1,864.3600,1003.5200,0.012361
FILLER_250_1504,VSS,Metal1,862.6800,1003.5200,0.012362
FILLER_250_1494,VSS,Metal1,857.0800,1003.5200,0.012362
FILLER_250_1492,VSS,Metal1,856.2400,1003.5200,0.012362
FILLER_250_1484,VSS,Metal1,851.7600,1003.5200,0.012363
FILLER_250_1446,VSS,Metal1,830.6600,1003.8685,0.012363
FILLER_250_1437,VSS,Metal1,825.1600,1003.5200,0.012365
FILLER_250_1433,VSS,Metal1,823.2000,1003.5200,0.012365
FILLER_250_1427,VSS,Metal1,819.5600,1003.5200,0.012367
FILLER_250_1423,VSS,Metal1,817.7800,1003.8685,0.012367
FILLER_250_1415,VSS,Metal1,813.1200,1003.5200,0.012368
FILLER_250_1379,VSS,Metal1,792.9600,1003.5200,0.012368
FILLER_250_1371,VSS,Metal1,788.4800,1003.5200,0.012368
FILLER_250_1367,VSS,Metal1,786.4200,1003.8685,0.012368
FILLER_250_1363,VSS,Metal1,784.0000,1003.5200,0.012374
FILLER_250_1355,VSS,Metal1,779.5200,1003.5200,0.012374
FILLER_250_1340,VSS,Metal1,770.8400,1003.5200,0.012374
FILLER_250_1338,VSS,Metal1,770.0000,1003.5200,0.012374
FILLER_250_1334,VSS,Metal1,767.9400,1003.8685,0.012374
FILLER_250_1326,VSS,Metal1,763.2800,1003.5200,0.012374
FILLER_250_1321,VSS,Metal1,760.2000,1003.5200,0.012374
FILLER_250_1319,VSS,Metal1,759.3600,1003.5200,0.012374
FILLER_250_1315,VSS,Metal1,757.3000,1003.8685,0.012374
FILLER_250_1308,VSS,Metal1,752.9200,1003.5200,0.012374
FILLER_250_1304,VSS,Metal1,751.1400,1003.8685,0.012374
FILLER_250_1297,VSS,Metal1,746.7600,1003.5200,0.012374
FILLER_250_1294,VSS,Metal1,745.0800,1003.5200,0.012373
FILLER_250_1283,VSS,Metal1,739.2000,1003.5200,0.012373
FILLER_250_1279,VSS,Metal1,737.1400,1003.8685,0.012373
FILLER_250_1247,VSS,Metal1,726.7640,1004.1175,0.012370
FILLER_250_1239,VSS,Metal1,714.5600,1003.5200,0.012368
FILLER_250_1235,VSS,Metal1,712.5000,1003.8685,0.012368
FILLER_250_1227,VSS,Metal1,709.0130,1003.9815,0.012368
FILLER_250_1223,VSS,Metal1,705.6000,1003.5200,0.012367
FILLER_250_1215,VSS,Metal1,701.1200,1003.5200,0.012366
FILLER_250_1211,VSS,Metal1,699.0600,1003.8685,0.012366
FILLER_250_1164,VSS,Metal1,680.2840,1004.1175,0.012365
FILLER_250_1157,VSS,Metal1,668.3600,1003.5200,0.012364
FILLER_250_1151,VSS,Metal1,665.4600,1003.8685,0.012364
FILLER_250_1143,VSS,Metal1,661.9730,1003.9815,0.012364
FILLER_250_1107,VSS,Metal1,640.6400,1003.5200,0.012363
FILLER_250_1103,VSS,Metal1,638.5800,1003.8685,0.012363
FILLER_250_1095,VSS,Metal1,633.9200,1003.5200,0.012359
FILLER_250_1087,VSS,Metal1,630.6130,1003.9815,0.012359
FILLER_250_1084,VSS,Metal1,627.4800,1003.5200,0.012358
FILLER_250_1080,VSS,Metal1,625.7000,1003.8685,0.012358
FILLER_250_1073,VSS,Metal1,621.6000,1003.5200,0.012358
FILLER_250_1041,VSS,Metal1,611.4040,1004.1175,0.012357
FILLER_250_1034,VSS,Metal1,599.4800,1003.5200,0.012357
FILLER_250_1030,VSS,Metal1,597.7000,1003.8685,0.012356
FILLER_250_1024,VSS,Metal1,594.1600,1003.5200,0.012345
FILLER_250_1017,VSS,Metal1,589.9600,1003.5200,0.012345
FILLER_250_1014,VSS,Metal1,588.2800,1003.5200,0.012345
FILLER_250_1012,VSS,Metal1,587.4400,1003.5200,0.012345
FILLER_250_1004,VSS,Metal1,582.9600,1003.5200,0.012345
FILLER_250_994,VSS,Metal1,577.0800,1003.5200,0.012343
FILLER_250_990,VSS,Metal1,575.3000,1003.8685,0.012343
FILLER_250_954,VSS,Metal1,554.9600,1003.5200,0.012343
FILLER_250_947,VSS,Metal1,550.7600,1003.5200,0.012343
FILLER_250_944,VSS,Metal1,549.0800,1003.5200,0.012338
FILLER_250_936,VSS,Metal1,546.0530,1003.9815,0.012338
FILLER_250_900,VSS,Metal1,524.7200,1003.5200,0.012327
FILLER_250_892,VSS,Metal1,521.4130,1003.9815,0.012327
FILLER_250_877,VSS,Metal1,511.5600,1003.5200,0.012327
FILLER_250_874,VSS,Metal1,509.8800,1003.5200,0.012327
FILLER_250_857,VSS,Metal1,500.6400,1003.5200,0.012324
FILLER_250_842,VSS,Metal1,492.4200,1003.8685,0.012323
FILLER_250_807,VSS,Metal1,472.3600,1003.5200,0.012319
FILLER_250_797,VSS,Metal1,468.2130,1003.9815,0.012319
FILLER_250_761,VSS,Metal1,446.8800,1003.5200,0.012314
FILLER_250_751,VSS,Metal1,441.2800,1003.5200,0.012307
FILLER_250_737,VSS,Metal1,434.6130,1003.9815,0.012302
FILLER_250_734,VSS,Metal1,431.4800,1003.5200,0.012299
FILLER_250_726,VSS,Metal1,427.2800,1003.5200,0.012297
FILLER_250_690,VSS,Metal1,407.1200,1003.5200,0.012296
FILLER_250_676,VSS,Metal1,400.4530,1003.9815,0.012291
FILLER_250_669,VSS,Metal1,395.0800,1003.5200,0.012291
FILLER_250_667,VSS,Metal1,394.2400,1003.5200,0.012291
FILLER_250_664,VSS,Metal1,392.2800,1003.5200,0.012291
FILLER_250_656,VSS,Metal1,388.0800,1003.5200,0.012291
FILLER_250_621,VSS,Metal1,368.2000,1003.5200,0.012281
FILLER_250_619,VSS,Metal1,367.3600,1003.5200,0.012281
FILLER_250_603,VSS,Metal1,361.7120,1004.0680,0.012280
FILLER_250_597,VSS,Metal1,354.7600,1003.5200,0.012280
FILLER_250_587,VSS,Metal1,350.6130,1003.9815,0.012280
FILLER_250_578,VSS,Metal1,344.1200,1003.5200,0.012272
FILLER_250_576,VSS,Metal1,343.2800,1003.5200,0.012272
FILLER_250_572,VSS,Metal1,341.2200,1003.8685,0.012272
FILLER_250_556,VSS,Metal1,335.3920,1004.0680,0.012271
FILLER_250_548,VSS,Metal1,327.6000,1003.5200,0.012268
FILLER_250_531,VSS,Metal1,318.0800,1003.5200,0.012266
FILLER_250_527,VSS,Metal1,316.0200,1003.8685,0.012266
FILLER_250_524,VSS,Metal1,313.8800,1003.5200,0.012266
FILLER_250_517,VSS,Metal1,309.9600,1003.5200,0.012266
FILLER_250_513,VSS,Metal1,308.1800,1003.8685,0.012266
FILLER_250_505,VSS,Metal1,303.5200,1003.5200,0.012263
FILLER_250_496,VSS,Metal1,298.2000,1003.5200,0.012259
FILLER_250_492,VSS,Metal1,296.4200,1003.8685,0.012259
FILLER_250_457,VSS,Metal1,276.3600,1003.5200,0.012252
FILLER_250_454,VSS,Metal1,274.6800,1003.5200,0.012247
FILLER_250_452,VSS,Metal1,273.8400,1003.5200,0.012247
FILLER_250_448,VSS,Metal1,271.7800,1003.8685,0.012247
FILLER_250_432,VSS,Metal1,265.9520,1004.0680,0.012243
FILLER_250_396,VSS,Metal1,242.4800,1003.5200,0.012232
FILLER_250_389,VSS,Metal1,238.2800,1003.5200,0.012225
FILLER_250_387,VSS,Metal1,237.4400,1003.5200,0.012225
FILLER_250_384,VSS,Metal1,235.4800,1003.5200,0.012225
FILLER_250_382,VSS,Metal1,234.6400,1003.5200,0.012225
FILLER_250_374,VSS,Metal1,231.3330,1003.9815,0.012224
FILLER_250_338,VSS,Metal1,210.0000,1003.5200,0.012218
FILLER_250_334,VSS,Metal1,207.9400,1003.8685,0.012215
FILLER_250_326,VSS,Metal1,204.4530,1003.9815,0.012210
FILLER_250_319,VSS,Metal1,199.0800,1003.5200,0.012204
FILLER_250_317,VSS,Metal1,198.2400,1003.5200,0.012204
FILLER_250_314,VSS,Metal1,196.2800,1003.5200,0.012204
FILLER_250_312,VSS,Metal1,195.4400,1003.5200,0.012204
FILLER_250_304,VSS,Metal1,190.9600,1003.5200,0.012198
