net,length_um
_01781_,4.58µm
_01797_,4.58µm
_01821_,4.58µm
_01829_,4.58µm
_01842_,4.58µm
_01988_,4.58µm
_01999_,4.58µm
_02022_,4.58µm
_02034_,4.58µm
_02040_,4.58µm
_02042_,4.58µm
_02045_,4.58µm
_02053_,4.58µm
_02058_,4.58µm
_02087_,4.58µm
_02099_,4.58µm
_02114_,4.58µm
_02144_,4.58µm
_02161_,4.58µm
_02170_,4.58µm
_02172_,4.58µm
_02213_,4.58µm
_02222_,4.58µm
_02254_,4.58µm
_02263_,4.58µm
_02310_,4.58µm
_02328_,4.58µm
_02339_,4.58µm
_02715_,4.58µm
_02828_,4.58µm
_02930_,4.58µm
_03035_,4.58µm
_03135_,4.58µm
_03356_,4.58µm
_03411_,4.58µm
_03687_,4.58µm
_03824_,4.58µm
_04090_,4.58µm
_04370_,4.58µm
_04882_,4.58µm
_05120_,4.58µm
_05254_,4.58µm
_05510_,4.58µm
_05604_,4.58µm
_05661_,4.58µm
_05699_,4.58µm
_05770_,4.58µm
_05885_,4.58µm
_05999_,4.58µm
_06459_,4.58µm
_06674_,4.58µm
_06998_,4.58µm
_07365_,4.58µm
_07393_,4.58µm
_07638_,4.58µm
_07727_,4.58µm
_07980_,4.58µm
_08047_,4.58µm
_08062_,4.58µm
_08252_,4.58µm
u_core.u_master.u_slave.non1\[9\],4.58µm
u_core.u_master.u_slave.tagr2\[10\],4.58µm
net3845,4.58µm
net3857,4.58µm
net3932,4.58µm
net4003,4.58µm
net5013,4.58µm
net5027,4.58µm
net5314,4.58µm
net5385,4.58µm
net5468,4.58µm
net5470,4.58µm
net5628,4.58µm
net5633,4.58µm
net5655,4.58µm
net5775,4.58µm
net5784,4.58µm
net6154,4.58µm
net6172,4.58µm
net6240,4.58µm
net6254,4.58µm
net6282,4.58µm
net6337,4.58µm
net6546,4.58µm
net6620,4.58µm
net6682,4.58µm
net6732,4.58µm
net6857,4.58µm
net6975,4.58µm
net7053,4.58µm
net7299,4.58µm
net7355,4.58µm
net7402,4.58µm
net7410,4.58µm
net7426,4.58µm
net7446,4.58µm
net7472,4.58µm
net7480,4.58µm
net7510,4.58µm
net7563,4.58µm
net7601,4.58µm
net7695,4.58µm
net7769,4.58µm
net7802,4.58µm
net7830,4.58µm
net7898,4.58µm
net7902,4.58µm
net7906,4.58µm
net7937,4.58µm
net8188,4.58µm
net8411,4.58µm
net8425,4.58µm
net8526,4.58µm
_00271_,4.53µm
_00766_,4.53µm
_01245_,4.53µm
_01463_,4.53µm
_01585_,4.53µm
_01635_,4.53µm
_01643_,4.53µm
_02231_,4.53µm
_02581_,4.53µm
_03055_,4.53µm
_03082_,4.53µm
_03388_,4.53µm
_03578_,4.53µm
_03727_,4.53µm
_03801_,4.53µm
_03893_,4.53µm
_03969_,4.53µm
_04239_,4.53µm
_04307_,4.53µm
_04647_,4.53µm
_04680_,4.53µm
_05064_,4.53µm
_05091_,4.53µm
_05469_,4.53µm
_05548_,4.53µm
_05920_,4.53µm
_06641_,4.53µm
_07120_,4.53µm
_07136_,4.53µm
_07401_,4.53µm
_07408_,4.53µm
_07636_,4.53µm
_07702_,4.53µm
_07783_,4.53µm
_07987_,4.53µm
_08080_,4.53µm
u_core.u_master.u_slave.core_dout_data\[86\],4.53µm
u_core.u_master.u_slave.u_core.full_nS0_q\[4\],4.53µm
net3760,4.53µm
net4033,4.53µm
net4038,4.53µm
net4078,4.53µm
net4410,4.53µm
net4706,4.53µm
net4912,4.53µm
net4959,4.53µm
net5161,4.53µm
net5533,4.53µm
net5552,4.53µm
net5578,4.53µm
net5703,4.53µm
net5759,4.53µm
net6214,4.53µm
net6317,4.53µm
net6916,4.53µm
net7623,4.53µm
net7806,4.53µm
net7934,4.53µm
net8098,4.53µm
net8312,4.53µm
net8586,4.53µm
_00014_,4.48µm
_00063_,4.48µm
_00184_,4.48µm
_00194_,4.48µm
_00196_,4.48µm
_00207_,4.48µm
_00223_,4.48µm
_00224_,4.48µm
_00228_,4.48µm
_00234_,4.48µm
_00285_,4.48µm
_00287_,4.48µm
_00291_,4.48µm
_00314_,4.48µm
_00318_,4.48µm
_00320_,4.48µm
_00340_,4.48µm
_00342_,4.48µm
_00357_,4.48µm
_00375_,4.48µm
_00430_,4.48µm
_00505_,4.48µm
_00509_,4.48µm
_00536_,4.48µm
_00542_,4.48µm
_00569_,4.48µm
_00574_,4.48µm
_00575_,4.48µm
_00592_,4.48µm
_00594_,4.48µm
_00596_,4.48µm
_00609_,4.48µm
_00614_,4.48µm
_00621_,4.48µm
_00624_,4.48µm
_00653_,4.48µm
_00657_,4.48µm
_00658_,4.48µm
_00681_,4.48µm
_00685_,4.48µm
_00705_,4.48µm
_00717_,4.48µm
_00753_,4.48µm
_00774_,4.48µm
_00791_,4.48µm
_00831_,4.48µm
_00859_,4.48µm
_00867_,4.48µm
_00874_,4.48µm
_00886_,4.48µm
_00896_,4.48µm
_00900_,4.48µm
_00924_,4.48µm
_00925_,4.48µm
_00944_,4.48µm
_01028_,4.48µm
_01089_,4.48µm
_01172_,4.48µm
_01186_,4.48µm
_01199_,4.48µm
_01270_,4.48µm
_01292_,4.48µm
_01302_,4.48µm
_01321_,4.48µm
_01322_,4.48µm
_01327_,4.48µm
_01336_,4.48µm
_01363_,4.48µm
_01390_,4.48µm
_01396_,4.48µm
_01441_,4.48µm
_01442_,4.48µm
_01454_,4.48µm
_01467_,4.48µm
_01471_,4.48µm
_01480_,4.48µm
_01510_,4.48µm
_01513_,4.48µm
_01515_,4.48µm
_01517_,4.48µm
_01579_,4.48µm
_01583_,4.48µm
_01623_,4.48µm
_01665_,4.48µm
_01691_,4.48µm
_01726_,4.48µm
_01729_,4.48µm
_01789_,4.48µm
_01794_,4.48µm
_01889_,4.48µm
_01919_,4.48µm
_01941_,4.48µm
_01969_,4.48µm
_02009_,4.48µm
_02018_,4.48µm
_02026_,4.48µm
_02035_,4.48µm
_02038_,4.48µm
_02043_,4.48µm
_02046_,4.48µm
_02074_,4.48µm
_02077_,4.48µm
_02079_,4.48µm
_02082_,4.48µm
_02088_,4.48µm
_02102_,4.48µm
_02106_,4.48µm
_02107_,4.48µm
_02118_,4.48µm
_02127_,4.48µm
_02164_,4.48µm
_02179_,4.48µm
_02195_,4.48µm
_02201_,4.48µm
_02226_,4.48µm
_02240_,4.48µm
_02291_,4.48µm
_02306_,4.48µm
_02338_,4.48µm
_02365_,4.48µm
_02371_,4.48µm
_02406_,4.48µm
_02414_,4.48µm
_02426_,4.48µm
_02437_,4.48µm
_02470_,4.48µm
_02514_,4.48µm
_02573_,4.48µm
_02584_,4.48µm
_02776_,4.48µm
_02820_,4.48µm
_02852_,4.48µm
_02864_,4.48µm
_02869_,4.48µm
_02899_,4.48µm
_02910_,4.48µm
_03259_,4.48µm
_03288_,4.48µm
_03321_,4.48µm
_03369_,4.48µm
_03375_,4.48µm
_03511_,4.48µm
_03602_,4.48µm
_03627_,4.48µm
_03635_,4.48µm
_03705_,4.48µm
_03759_,4.48µm
_03827_,4.48µm
_03833_,4.48µm
_03863_,4.48µm
_03951_,4.48µm
_03989_,4.48µm
_03995_,4.48µm
_04139_,4.48µm
_04167_,4.48µm
_04218_,4.48µm
_04252_,4.48µm
_04329_,4.48µm
_04351_,4.48µm
_04372_,4.48µm
_04376_,4.48µm
_04389_,4.48µm
_04608_,4.48µm
_04760_,4.48µm
_04966_,4.48µm
_04992_,4.48µm
_05011_,4.48µm
_05148_,4.48µm
_05151_,4.48µm
_05284_,4.48µm
_05328_,4.48µm
_05442_,4.48µm
_05532_,4.48µm
_05734_,4.48µm
_05861_,4.48µm
_05874_,4.48µm
_05878_,4.48µm
_05962_,4.48µm
_05965_,4.48µm
_05971_,4.48µm
_06001_,4.48µm
_06013_,4.48µm
_06351_,4.48µm
_06440_,4.48µm
_06726_,4.48µm
_06761_,4.48µm
_06775_,4.48µm
_06801_,4.48µm
_06865_,4.48µm
_06874_,4.48µm
_06996_,4.48µm
_07052_,4.48µm
_07151_,4.48µm
_07189_,4.48µm
_07421_,4.48µm
_07423_,4.48µm
_07494_,4.48µm
_07517_,4.48µm
_07532_,4.48µm
_07586_,4.48µm
_07590_,4.48µm
_07646_,4.48µm
_07748_,4.48µm
_07792_,4.48µm
_07804_,4.48µm
_07866_,4.48µm
_07871_,4.48µm
_07873_,4.48µm
_07990_,4.48µm
_08000_,4.48µm
_08160_,4.48µm
_08235_,4.48µm
u_core.cmd_rdata\[20\],4.48µm
u_core.cmd_rdata\[9\],4.48µm
u_core.cmd_wdata_q\[7\],4.48µm
u_core.cst\[2\],4.48µm
u_core.frame_hold\[0\],4.48µm
u_core.frame_hold\[28\],4.48µm
u_core.frame_hold\[38\],4.48µm
u_core.frame_hold\[5\],4.48µm
u_core.miso_sr\[19\],4.48µm
u_core.miso_sr\[4\],4.48µm
u_core.rx_sr\[13\],4.48µm
u_core.rx_sr\[25\],4.48µm
u_core.rx_sr\[36\],4.48µm
u_core.u_master.m_rdata\[13\],4.48µm
u_core.u_master.m_rdata\[18\],4.48µm
u_core.u_master.m_rdata\[21\],4.48µm
u_core.u_master.m_rdata\[22\],4.48µm
u_core.u_master.m_rdata\[30\],4.48µm
u_core.u_master.m_wdata\[12\],4.48µm
u_core.u_master.m_wdata\[13\],4.48µm
u_core.u_master.m_wdata\[15\],4.48µm
u_core.u_master.m_wdata\[20\],4.48µm
u_core.u_master.m_wdata\[25\],4.48µm
u_core.u_master.m_wdata\[4\],4.48µm
u_core.u_master.m_wdata\[7\],4.48µm
u_core.u_master.u_slave.core_dout_data\[12\],4.48µm
u_core.u_master.u_slave.core_dout_data\[14\],4.48µm
u_core.u_master.u_slave.core_dout_data\[26\],4.48µm
u_core.u_master.u_slave.core_dout_data\[40\],4.48µm
u_core.u_master.u_slave.core_dout_data\[45\],4.48µm
u_core.u_master.u_slave.core_dout_data\[61\],4.48µm
u_core.u_master.u_slave.core_dout_data\[67\],4.48µm
u_core.u_master.u_slave.core_dout_data\[71\],4.48µm
u_core.u_master.u_slave.core_dout_data\[80\],4.48µm
u_core.u_master.u_slave.core_dout_data\[88\],4.48µm
u_core.u_master.u_slave.core_dout_data\[96\],4.48µm
u_core.u_master.u_slave.core_t0\[25\],4.48µm
u_core.u_master.u_slave.core_t0\[40\],4.48µm
u_core.u_master.u_slave.core_t0\[49\],4.48µm
u_core.u_master.u_slave.non0\[0\],4.48µm
u_core.u_master.u_slave.non1\[0\],4.48µm
u_core.u_master.u_slave.non1\[10\],4.48µm
u_core.u_master.u_slave.non3\[31\],4.48µm
u_core.u_master.u_slave.non3\[9\],4.48µm
u_core.u_master.u_slave.tagr2\[3\],4.48µm
u_core.u_master.u_slave.u_core.full_dout_q\[124\],4.48µm
u_core.u_master.u_slave.u_core.full_dout_q\[12\],4.48µm
u_core.u_master.u_slave.u_core.full_dout_q\[16\],4.48µm
u_core.u_master.u_slave.u_core.full_dout_q\[23\],4.48µm
u_core.u_master.u_slave.u_core.full_dout_q\[32\],4.48µm
u_core.u_master.u_slave.u_core.full_dout_q\[59\],4.48µm
u_core.u_master.u_slave.u_core.full_dout_q\[80\],4.48µm
u_core.u_master.u_slave.u_core.full_nS0_q\[22\],4.48µm
u_core.u_master.u_slave.u_core.full_nS0_q\[34\],4.48µm
u_core.u_master.u_slave.u_core.last_dout_q\[14\],4.48µm
u_core.u_master.u_slave.u_core.last_dout_q\[28\],4.48µm
u_core.u_master.u_slave.u_core.last_dout_q\[32\],4.48µm
u_core.u_master.u_slave.u_core.last_nrate_q\[15\],4.48µm
u_core.u_master.u_slave.u_core.last_nrate_q\[42\],4.48µm
net3580,4.48µm
net3613,4.48µm
net3623,4.48µm
net3625,4.48µm
net3688,4.48µm
net3738,4.48µm
net3750,4.48µm
net3791,4.48µm
net3799,4.48µm
net3818,4.48µm
net3871,4.48µm
net3876,4.48µm
net3889,4.48µm
net3899,4.48µm
net3989,4.48µm
net4008,4.48µm
net4031,4.48µm
net4042,4.48µm
net4044,4.48µm
net4226,4.48µm
net4257,4.48µm
net4272,4.48µm
net4292,4.48µm
net4316,4.48µm
net4368,4.48µm
net4403,4.48µm
net4420,4.48µm
net4527,4.48µm
net4604,4.48µm
net4615,4.48µm
net4629,4.48µm
net4743,4.48µm
net4775,4.48µm
net4782,4.48µm
net4834,4.48µm
net4853,4.48µm
net4965,4.48µm
net5004,4.48µm
net5009,4.48µm
net5021,4.48µm
net5034,4.48µm
net5037,4.48µm
net5144,4.48µm
net5286,4.48µm
net5434,4.48µm
net5462,4.48µm
net5482,4.48µm
net5512,4.48µm
net5539,4.48µm
net5574,4.48µm
net5580,4.48µm
net5601,4.48µm
net5606,4.48µm
net5734,4.48µm
net5771,4.48µm
net5776,4.48µm
net5819,4.48µm
net5827,4.48µm
net5880,4.48µm
net5881,4.48µm
net5978,4.48µm
net6002,4.48µm
net6061,4.48µm
net6062,4.48µm
net6064,4.48µm
net6066,4.48µm
net6187,4.48µm
net6231,4.48µm
net6243,4.48µm
net6259,4.48µm
net6269,4.48µm
net6286,4.48µm
net6309,4.48µm
net6315,4.48µm
net6344,4.48µm
net6364,4.48µm
net6390,4.48µm
net6439,4.48µm
net6514,4.48µm
net6615,4.48µm
net6619,4.48µm
net6623,4.48µm
net6635,4.48µm
net6676,4.48µm
net6724,4.48µm
net6733,4.48µm
net6738,4.48µm
net6739,4.48µm
net6791,4.48µm
net6821,4.48µm
net6826,4.48µm
net6847,4.48µm
net6862,4.48µm
net6877,4.48µm
net6915,4.48µm
net6970,4.48µm
net6973,4.48µm
net7052,4.48µm
net7115,4.48µm
net7123,4.48µm
net7139,4.48µm
net7150,4.48µm
net7156,4.48µm
net7171,4.48µm
net7194,4.48µm
net7218,4.48µm
net7235,4.48µm
net7238,4.48µm
net7244,4.48µm
net7271,4.48µm
net7277,4.48µm
net7350,4.48µm
net7369,4.48µm
net7371,4.48µm
net7423,4.48µm
net7427,4.48µm
net7428,4.48µm
net7429,4.48µm
net7439,4.48µm
net7443,4.48µm
net7463,4.48µm
net7481,4.48µm
net7505,4.48µm
net7581,4.48µm
net7592,4.48µm
net7606,4.48µm
net7635,4.48µm
net7682,4.48µm
net7685,4.48µm
net7844,4.48µm
net7871,4.48µm
net7872,4.48µm
net7876,4.48µm
net7912,4.48µm
net7929,4.48µm
net7968,4.48µm
net7979,4.48µm
net8018,4.48µm
net8036,4.48µm
net8049,4.48µm
net8217,4.48µm
net8234,4.48µm
net8382,4.48µm
net8402,4.48µm
net8414,4.48µm
net8416,4.48µm
net8420,4.48µm
net8423,4.48µm
net8453,4.48µm
net8464,4.48µm
net8553,4.48µm
net8582,4.48µm
net8609,4.48µm
net8612,4.48µm
_00028_,4.02µm
_00038_,4.02µm
_02637_,4.02µm
_02905_,4.02µm
_03052_,4.02µm
_03111_,4.02µm
_03113_,4.02µm
_03435_,4.02µm
_03532_,4.02µm
_03572_,4.02µm
_03815_,4.02µm
_04026_,4.02µm
_04144_,4.02µm
_04643_,4.02µm
_04671_,4.02µm
_05075_,4.02µm
_05356_,4.02µm
_05362_,4.02µm
_05482_,4.02µm
_05517_,4.02µm
_05522_,4.02µm
_06063_,4.02µm
_06109_,4.02µm
_06151_,4.02µm
_06304_,4.02µm
_06504_,4.02µm
_06906_,4.02µm
_07373_,4.02µm
_07666_,4.02µm
_07997_,4.02µm
_08057_,4.02µm
_08282_,4.02µm
u_core.u_master.u_slave.core_dout_data\[110\],4.02µm
u_core.u_master.u_slave.core_t0\[29\],4.02µm
u_core.u_master.u_slave.non1\[21\],4.02µm
u_core.u_master.u_slave.u_core.full_dout_q\[104\],4.02µm
net3762,4.02µm
net3772,4.02µm
net3940,4.02µm
net3948,4.02µm
net4088,4.02µm
net4146,4.02µm
net4157,4.02µm
net4369,4.02µm
net4467,4.02µm
net4597,4.02µm
net4600,4.02µm
net5192,4.02µm
net5230,4.02µm
net5233,4.02µm
net5284,4.02µm
net5350,4.02µm
net5443,4.02µm
net5616,4.02µm
net5662,4.02µm
net5671,4.02µm
net6266,4.02µm
net6398,4.02µm
net6950,4.02µm
net7259,4.02µm
net7370,4.02µm
net7374,4.02µm
net7386,4.02µm
net7542,4.02µm
net7805,4.02µm
net7881,4.02µm
net7883,4.02µm
net8584,4.02µm
_00784_,3.97µm
_01640_,3.97µm
_01694_,3.97µm
_02212_,3.97µm
_03133_,3.97µm
_03495_,3.97µm
_03764_,3.97µm
_03911_,3.97µm
_04242_,3.97µm
_04538_,3.97µm
_04884_,3.97µm
_05252_,3.97µm
_05408_,3.97µm
_06204_,3.97µm
_06357_,3.97µm
_06403_,3.97µm
_06571_,3.97µm
_06901_,3.97µm
_06948_,3.97µm
_07083_,3.97µm
_07102_,3.97µm
_07442_,3.97µm
_07673_,3.97µm
_07728_,3.97µm
_07840_,3.97µm
_08067_,3.97µm
_08211_,3.97µm
u_core.cmd_rdata\[2\],3.97µm
u_core.u_master.u_slave.core_t1\[38\],3.97µm
u_core.u_master.u_slave.u_core.full_dout_q\[85\],3.97µm
u_core.u_master.u_slave.u_core.last_dout_q\[18\],3.97µm
net4208,3.97µm
net4675,3.97µm
net4898,3.97µm
net4904,3.97µm
net5535,3.97µm
net5785,3.97µm
net6016,3.97µm
net6075,3.97µm
net6658,3.97µm
net6703,3.97µm
net6990,3.97µm
net7285,3.97µm
net7412,3.97µm
net7589,3.97µm
net7676,3.97µm
net7742,3.97µm
net7831,3.97µm
_00021_,3.92µm
_00088_,3.92µm
_00090_,3.92µm
_00100_,3.92µm
_00111_,3.92µm
_00114_,3.92µm
_00120_,3.92µm
_00126_,3.92µm
_00155_,3.92µm
_00157_,3.92µm
_00165_,3.92µm
_00172_,3.92µm
_00204_,3.92µm
_00250_,3.92µm
_00272_,3.92µm
_00277_,3.92µm
_00278_,3.92µm
_00324_,3.92µm
_00329_,3.92µm
_00341_,3.92µm
_00346_,3.92µm
_00350_,3.92µm
_00353_,3.92µm
_00382_,3.92µm
_00399_,3.92µm
_00445_,3.92µm
_00447_,3.92µm
_00450_,3.92µm
_00455_,3.92µm
_00499_,3.92µm
_00537_,3.92µm
_00538_,3.92µm
_00544_,3.92µm
_00546_,3.92µm
_00548_,3.92µm
_00576_,3.92µm
_00586_,3.92µm
_00628_,3.92µm
_00664_,3.92µm
_00683_,3.92µm
_00688_,3.92µm
_00713_,3.92µm
_00723_,3.92µm
_00736_,3.92µm
_00746_,3.92µm
_00748_,3.92µm
_00749_,3.92µm
_00765_,3.92µm
_00780_,3.92µm
_00813_,3.92µm
_00827_,3.92µm
_00829_,3.92µm
_00835_,3.92µm
_00838_,3.92µm
_00855_,3.92µm
_00861_,3.92µm
_00868_,3.92µm
_00897_,3.92µm
_00932_,3.92µm
_00934_,3.92µm
_00968_,3.92µm
_00977_,3.92µm
_00990_,3.92µm
_01016_,3.92µm
_01052_,3.92µm
_01057_,3.92µm
_01094_,3.92µm
_01100_,3.92µm
_01109_,3.92µm
_01179_,3.92µm
_01193_,3.92µm
_01204_,3.92µm
_01208_,3.92µm
_01215_,3.92µm
_01247_,3.92µm
_01320_,3.92µm
_01394_,3.92µm
_01399_,3.92µm
_01423_,3.92µm
_01437_,3.92µm
_01447_,3.92µm
_01455_,3.92µm
_01478_,3.92µm
_01486_,3.92µm
_01491_,3.92µm
_01508_,3.92µm
_01551_,3.92µm
_01581_,3.92µm
_01586_,3.92µm
_01628_,3.92µm
_01653_,3.92µm
_01654_,3.92µm
_01706_,3.92µm
_01730_,3.92µm
_01734_,3.92µm
_01761_,3.92µm
_01769_,3.92µm
_01785_,3.92µm
_01831_,3.92µm
_01867_,3.92µm
_01874_,3.92µm
_01899_,3.92µm
_01915_,3.92µm
_01932_,3.92µm
_01964_,3.92µm
_01985_,3.92µm
_01997_,3.92µm
_02014_,3.92µm
_02016_,3.92µm
_02027_,3.92µm
_02036_,3.92µm
_02083_,3.92µm
_02092_,3.92µm
_02217_,3.92µm
_02243_,3.92µm
_02257_,3.92µm
_02258_,3.92µm
_02293_,3.92µm
_02297_,3.92µm
_02313_,3.92µm
_02353_,3.92µm
_02360_,3.92µm
_02376_,3.92µm
_02401_,3.92µm
_02433_,3.92µm
_02445_,3.92µm
_02449_,3.92µm
_02461_,3.92µm
_02474_,3.92µm
_02476_,3.92µm
_02508_,3.92µm
_02515_,3.92µm
_02519_,3.92µm
_02522_,3.92µm
_02556_,3.92µm
_02566_,3.92µm
_02598_,3.92µm
_02613_,3.92µm
_02615_,3.92µm
_02621_,3.92µm
_02675_,3.92µm
_02688_,3.92µm
_02711_,3.92µm
_02741_,3.92µm
_02752_,3.92µm
_02810_,3.92µm
_02832_,3.92µm
_02855_,3.92µm
_02878_,3.92µm
_02879_,3.92µm
_02907_,3.92µm
_02932_,3.92µm
_02939_,3.92µm
_02941_,3.92µm
_02973_,3.92µm
_02996_,3.92µm
_03008_,3.92µm
_03047_,3.92µm
_03092_,3.92µm
_03103_,3.92µm
_03172_,3.92µm
_03294_,3.92µm
_03317_,3.92µm
_03325_,3.92µm
_03360_,3.92µm
_03381_,3.92µm
_03438_,3.92µm
_03453_,3.92µm
_03486_,3.92µm
_03519_,3.92µm
_03525_,3.92µm
_03558_,3.92µm
_03603_,3.92µm
_03642_,3.92µm
_03653_,3.92µm
_03696_,3.92µm
_03728_,3.92µm
_03743_,3.92µm
_03746_,3.92µm
_03758_,3.92µm
_03767_,3.92µm
_03786_,3.92µm
_03821_,3.92µm
_03843_,3.92µm
_03858_,3.92µm
_03899_,3.92µm
_03916_,3.92µm
_03924_,3.92µm
_03971_,3.92µm
_03972_,3.92µm
_03984_,3.92µm
_03985_,3.92µm
_04039_,3.92µm
_04077_,3.92µm
_04127_,3.92µm
_04132_,3.92µm
_04188_,3.92µm
_04274_,3.92µm
_04285_,3.92µm
_04305_,3.92µm
_04360_,3.92µm
_04368_,3.92µm
_04635_,3.92µm
_04636_,3.92µm
_04638_,3.92µm
_04822_,3.92µm
_04841_,3.92µm
_04848_,3.92µm
_04862_,3.92µm
_04870_,3.92µm
_04877_,3.92µm
_04886_,3.92µm
_04937_,3.92µm
_04952_,3.92µm
_05006_,3.92µm
_05100_,3.92µm
_05138_,3.92µm
_05174_,3.92µm
_05193_,3.92µm
_05199_,3.92µm
_05222_,3.92µm
_05240_,3.92µm
_05248_,3.92µm
_05275_,3.92µm
_05287_,3.92µm
_05294_,3.92µm
_05354_,3.92µm
_05378_,3.92µm
_05390_,3.92µm
_05480_,3.92µm
_05483_,3.92µm
_05496_,3.92µm
_05502_,3.92µm
_05534_,3.92µm
_05557_,3.92µm
_05589_,3.92µm
_05618_,3.92µm
_05882_,3.92µm
_05886_,3.92µm
_05974_,3.92µm
_06075_,3.92µm
_06094_,3.92µm
_06183_,3.92µm
_06255_,3.92µm
_06273_,3.92µm
_06381_,3.92µm
_06393_,3.92µm
_06485_,3.92µm
_06497_,3.92µm
_06514_,3.92µm
_06749_,3.92µm
_06810_,3.92µm
_06849_,3.92µm
_06921_,3.92µm
_06951_,3.92µm
_07019_,3.92µm
_07021_,3.92µm
_07114_,3.92µm
_07234_,3.92µm
_07385_,3.92µm
_07392_,3.92µm
_07412_,3.92µm
_07416_,3.92µm
_07422_,3.92µm
_07436_,3.92µm
_07533_,3.92µm
_07620_,3.92µm
_07654_,3.92µm
_07739_,3.92µm
_07744_,3.92µm
_07891_,3.92µm
_07926_,3.92µm
_07965_,3.92µm
_07985_,3.92µm
_08045_,3.92µm
_08048_,3.92µm
_08183_,3.92µm
_08195_,3.92µm
_08258_,3.92µm
_08267_,3.92µm
_08410_,3.92µm
u_core.cmd_rdata\[19\],3.92µm
u_core.cmd_rdata\[21\],3.92µm
u_core.cmd_rdata\[22\],3.92µm
u_core.cmd_rdata\[29\],3.92µm
u_core.cmd_wdata_q\[24\],3.92µm
u_core.cmd_wdata_q\[25\],3.92µm
u_core.frame_hold\[16\],3.92µm
u_core.rd_addr_s\[2\],3.92µm
u_core.rx_sr\[20\],3.92µm
u_core.rx_sr\[23\],3.92µm
u_core.rx_sr\[24\],3.92µm
u_core.u_master.m_rdata\[11\],3.92µm
u_core.u_master.m_rdata\[15\],3.92µm
u_core.u_master.m_rdata\[9\],3.92µm
u_core.u_master.m_wdata\[21\],3.92µm
u_core.u_master.u_slave.core_dout_data\[117\],3.92µm
u_core.u_master.u_slave.core_dout_data\[121\],3.92µm
u_core.u_master.u_slave.core_dout_data\[123\],3.92µm
u_core.u_master.u_slave.core_dout_data\[125\],3.92µm
u_core.u_master.u_slave.core_dout_data\[16\],3.92µm
u_core.u_master.u_slave.core_dout_data\[65\],3.92µm
u_core.u_master.u_slave.core_dout_data\[89\],3.92µm
u_core.u_master.u_slave.core_dout_data\[95\],3.92µm
u_core.u_master.u_slave.core_t0\[13\],3.92µm
u_core.u_master.u_slave.core_t0\[20\],3.92µm
u_core.u_master.u_slave.core_t0\[36\],3.92µm
u_core.u_master.u_slave.core_t0\[45\],3.92µm
u_core.u_master.u_slave.core_t0\[52\],3.92µm
u_core.u_master.u_slave.core_t0\[56\],3.92µm
u_core.u_master.u_slave.core_t1\[11\],3.92µm
u_core.u_master.u_slave.core_t1\[12\],3.92µm
u_core.u_master.u_slave.core_t1\[13\],3.92µm
u_core.u_master.u_slave.core_t1\[29\],3.92µm
u_core.u_master.u_slave.core_t1\[31\],3.92µm
u_core.u_master.u_slave.core_t1\[7\],3.92µm
u_core.u_master.u_slave.dout_sh\[118\],3.92µm
u_core.u_master.u_slave.dout_sh\[62\],3.92µm
u_core.u_master.u_slave.dout_sh\[79\],3.92µm
u_core.u_master.u_slave.non0\[19\],3.92µm
u_core.u_master.u_slave.non0\[26\],3.92µm
u_core.u_master.u_slave.non2\[13\],3.92µm
u_core.u_master.u_slave.u_core.B4\[53\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[108\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[22\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[38\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[49\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[52\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[57\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[61\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[87\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[89\],3.92µm
u_core.u_master.u_slave.u_core.full_dout_q\[91\],3.92µm
u_core.u_master.u_slave.u_core.full_nS0_q\[10\],3.92µm
u_core.u_master.u_slave.u_core.full_nS0_q\[1\],3.92µm
u_core.u_master.u_slave.u_core.full_nS0_q\[53\],3.92µm
u_core.u_master.u_slave.u_core.full_nS0_q\[7\],3.92µm
u_core.u_master.u_slave.u_core.last_dout_q\[106\],3.92µm
u_core.u_master.u_slave.u_core.last_dout_q\[108\],3.92µm
u_core.u_master.u_slave.u_core.last_dout_q\[121\],3.92µm
u_core.u_master.u_slave.u_core.last_dout_q\[13\],3.92µm
u_core.u_master.u_slave.u_core.last_dout_q\[23\],3.92µm
u_core.u_master.u_slave.u_core.last_dout_q\[94\],3.92µm
u_core.u_master.u_slave.u_core.last_dout_q\[96\],3.92µm
u_core.u_master.u_slave.u_core.last_nrate_q\[10\],3.92µm
u_core.u_master.u_slave.u_core.last_nrate_q\[1\],3.92µm
u_core.u_master.u_slave.u_core.last_nrate_q\[3\],3.92µm
u_core.u_master.u_slave.u_core.last_nrate_q\[4\],3.92µm
u_core.u_master.u_slave.u_core.last_nrate_q\[53\],3.92µm
u_core.w0,3.92µm
net3595,3.92µm
net3706,3.92µm
net3726,3.92µm
net3736,3.92µm
net3773,3.92µm
net3928,3.92µm
net4072,3.92µm
net4239,3.92µm
net4480,3.92µm
net4556,3.92µm
net4616,3.92µm
net4659,3.92µm
